# 11b5L
#  the book of Isaiah
# zavTu transliteration
# by john.david jones
# ozazL
#
#  abcde
#  fghij
#  kLmno
#  pqrsT
#  tuvxz
#--
#  a as in father
#  b as in baby
#  c as in chess
#  d as in day
#  e as in help
#  f as in father
#  g as in good
#  h as in hello 
#  i as in me
#  j as in jupiter
#  k as in katherine
#  L as in lamb
#  m as in make
#  n as in now
#  o as in open 
#  p as in padre
#  q as in quickly
#  r as in rope
#  s as in simple
#  T like Today
#  t as in thanks
#  u as in Tube
#  v as in very
#  x as is nexT
#  z as in zebra
#--
#  one syllable per vowel
#  ubzeiu -> ub-ze-i-u  
#-----------------------ch 1
hezekiah : hezekiah
to_hear (past) : ufnao
this : def
, : ,
he : sa 
to_tear (past) : utaezo
his : saLza
clothes : qumaTim
, : ,
to_cover (past) : ujuzavo
himself : saLfansa
with : qemhe
sackcloth : fojgujamaTa
, : ,
and : oxe
to_go (past) : uLamLo
into : duLtu
the : da
house : gatonu
of : asu
the : da
lord : etme
. : .
and : oxe
he : sa
to_send (past) : ufamto
eliakim : eLiakim
, : ,
who : qiqo
to_be (past) : uamo
in : uL
charge : ojafezka
of : asu
the : da
palace : bonoja
, : ,
and : oxe
shebna : sebna
the : da
secretary : fajzidezu
, : ,
and : oxe
the : da
senior (adj) : fameazmo
priests :  qusamim
, : ,
who : qiqo
to_be (past) : uamo
covered : kujuzavuni
with : qemhe
sackcloth : fojgujamaTa
, : ,
to : tu
the : da
prophet : bisaLeihu
isaiah : isaiah
son : buuge
of  : as
amoz : amoz
. : .
they : mi
to_say (past) : ubofo
' : ' qi
thus (adv) : difazi
to_say : ubofu 
hezekiah : hezekiah
' : ' qiqi
this : def
day : bauri
to_be  uamu
a : a
day : bauri 
of : asu
distress (noun) : oTefdavathu
, : , 
of : asu
rebuke (noun) : oduvapiqau
, : , and : oxe
of : asu
disgrace (noun) : oTehqavoja
. : .
children : jentuuT
have : ueLanad
to_come (past) : ujuLao
to : tu
the : da
birth : pevTa
, : ,
but : pit
there : dava 
to_be : uamu
no : iL
strength : fadvamqad
to_to_bring : tupzuLku
them : miim
forth (adv) : huvaTzi
. : .
perhaps (adv) : bavufebfazi
the : da
lord : etme
your (pl) : femaTza
god : kut
to_hear (past) : ufnao
the : da
words : zavTuT
of : asu
the : da
rabshakeh : rabsakeh
who : qiqo
his : saLza
master : duheLta
the : da
king : vacu
of : asu
assyria : asiria
have : ueLanad
to_send (past) : ufamto
to_to_mock : tuLujagu
the : da
living (adj) : nezemquLkamo
god : kut
, : ,
and : oxe
will : danaLeu
to_rebuke : uvapiqau
the : da
words : zavTuT
that : idta
he : sa
the : da
lord : etme
your : femaza
god : kut
have : ueLanad
to_hear (past) : ufnao
. : .
therefore : izqu
to_lift (imp) : unehda
up : maoho
your : femaza
prayer : cubzei
for (prep) : huvuin
the : da
remnant : vaLaLeLta
that : idta
to_remain : uvaLouLu
. : .
' : qu 'qu
' : qu '
when : qom
the : da
servants : foLtehim
of : asu
hezekiah : hezekiah
to_come (past) : ujuLao
to : tu
isaiah : isaiah
, : ,
he : sa
to_say (past) : ubofo
to : tu
them : miim
' : ' qi
to_say (imp) : ubofa
to : tu
your (pl) : femaTza
master : duheLta
' : ' qiqi
thus : difazi
to_say : ubofu
the : da
lord : etme
' : ' qiqiqi
to_do (imp) : utuTua
not : mot
to_to_be : tupa
afraid : esvoetnimo
because : qufge
of : asu
the : da
words : zavTuT
that : idta
you (pl) : femaT
have : ueLanad
to_hear (past) : ufnao
, : ,
with : qemhe
which : zexu
the : da
servants : foLtehim
of : asu
the : da
king : vacu
of : asu
assyria : asiria
have : ueLanad
to_revile (past) : uvazeno
me : eLem
. : .
i : eLe
myself : Lifansu
will : danaLeu
to_put : ubitu
a : a
spirit : samgu
in : uL
him : saL
so : fu
that :  idta
he : sa
shall : ufanmu
to_hear : ufnau
a : a
rumor : viLuv
, : ,
and : oxe
to_return : uvativLu
to : tu
his : saLza
own : armu
land : nomta
. : .
i : eLe
will : danaLeu
to_cause : ujoohiu
him : saL
to_fall : uhonmu
by : pi
the : da
sword : fazasa
in : uL
his : saLza
own : armu
land : nomta
. : .
' : qu 'ququ
' : qu 'qu
' : qu '
the : da
rabshakeh : rabsakeh
to_return (past) : uvativLo
and : oxe
to_find (past) : unoudeo
the : da
king : vacu 
of : asu
assyria : asiria
fighting : ukekfatuLka
against : egeemhutu
libnah : Lilbnah
, : ,
for (conj) : huvupu
he : sa
have : ueLanad
to_hear (past) : ufnao
that : idta
the : da
king : vacu
have : ueLanad
to_leave (past): unaezao
lachish : Lacis
. : .
now : mit
, : ,
the : da
king : vacu
to_hear (past) : ufnao
concerning : ujemexizmuni
the : da
king : vacu
tirhakah : Tirhakah
of : asu
ethiopia : kus
' : ' qi
he : sa
have : euLanad
to_set (past) : ufato
out : aut
to_to_fight : tuhekfatu
against : egeemhutu
you : fema
. : .
' : qu '
when : qom
he : sa
to_hear (past) : ufnao
this : def
, : ,
he : sa
to_send (past) : ufamto
messengers : aLmegim
to : tu
hezekiah : hezekiah
, : ,
saying : ubofuLka
' : ' qi
thus (adv) : difazi
shall : ufanmu
you (pl) : femaT
to_say (imp) : ubofa
to : tu
hezekiah : hezekiah
' : ' qiqi
not : mot
to_let : unatu
your : femaza
god : kut
on : aL
who : qiqo
you : fema
to_rely : uvaniu
to_deceive : uTajauriu
you : fema
by : pi
promising : ubzanuhuLka
that : idta
jerusalem : jerusalem
will : danaLeu
not : mot
to_be (fut) : uami
given : cukezamuni
into : duLtu
the : da
hand : qafe
of : asu
the : da
king : vacu
of : asu
assyria : asiria
. : .
you (pl) : femaT
have : ueLanad
to_hear (past) : ufnao
what : Leta
the : da
kings : vacuT
of : asu
assyria : asiria
have : ueLanad
to_do (past) : utuTuo
to : tu
all : bom
lands : nomtaT
, : ,
destroying : uTafdavuuLka
them : miim
utterly : odtivmizi
. : .
'? : '? qqi
shall : ufanmu
you : fema
to_to_be : tupa
delivered : guTanezavuni
'? : qqu '?
'? : '? qqi
have : ueLanad
the : da
gods : kutim
of : asu
the : da
nations : moteuLim
to_deliver (past) : uTanezavo
them : miim
, : ,
the  da
nations : moteuLim
that : idta
my : eLemza
predecessors : itimtaxaT
have : ueLanad
to_destroy (past) :   utisuto
, : ,
gozan : gozan
, : ,
haran : haran
, : ,
rezeph : rezef
, : ,
and : oxe
the : da
people : kuunim
of : asu
eden : eden
who : qiqo
to_be (past) : uamo
in  : uL
telassar : TeLasar
'? : qqu '?
'? : '? qqi
where : Lefhi
to_be : uamu
the : da
king : vacu
of : asu
hamath : hamat
, : ,
the : da
king : vacu
of : asu
arpad : arpad
, : ,
the : da
king : vacu
of : asu
the : da
city : qoiboLqe
of : asu
sepharvaim : sefarvaim
, : ,
the : da
king : vacu
of : asu
hena : hena
, : ,
or : az
the : da
king : vacu
of : asu
ivvah : ivah
'? : qqu '?
' : qu 'qu
' : qu '
hezekiah : hezekiah
to_receive (past) : uvajauzao
the : da
letter : natdiz
from : hazani
the : da
messengers : aLmegim
and : oxe
he : sa
to_read (past) : uvaetu
it : fa
. : .
then : fenmaem
hezekiah : hezekiah
to_go (past) : uLamLo
to : tu
the : da
house : gatonu
of : asu
the : da
lord : etme
, : ,
and : oxe
he : sa
to_spread (past) : ufbuvaeto
it : fa 
before : pahuv
the : da
lord : etme
. : .
and : oxe
hezekiah : hezekiah
to_pray (past) : ubzeio
to : tu
the : da
lord : etme
saying : ubofuLka
' : ' qi
o : o
lord : etme
of : asu
hosts : sufduT
, : ,
god : kut 
of : asu
israel : israeL
, : ,
who : qiqo
to_be : uamu
enthroned : iLdazaLiitmo
above : epari
the : da
cherubim : cerubim 
. : .
you : fema
to_be : uamu
god : kut
, : ,
you : fema
alone : emaLi
, : ,
of : asu
all : bom
the : da
kingdoms : zondegoLtoT
of : asu
the : da
earth : iovTa
. : .
you : fema
have : ueLanad
to_make (past) : uLaqao
heaven : toerehu
and : oxe
earth : iovTa
. : .
to_incline (imp) : uuLjamuLia
your : femaza
ear : quvre
o : o
lord : etme
and : oxe
to_hear (imp) : ufnaa
. : .
to_open (imp) : uabiLa
your : femaza
eyes : fenaneT
and : oxe
to_see : uzeTa
to_hear : ufnaa
all : bom
the : da
words : zavTuT
of : asu
sennacherib : senacerib
, : ,
which : zexu
he : sa
have : ueLanad
to_send (past) : ufamto
to_to_mock : tuLujagu
the : da
living (adj) : nezemquLkamo
god : kut
. : .
truly : entuzi
, : ,
o : o
lord : etme
, : ,
the : da
kings : vacuT
of : asu
assyria : asiria
have : ueLanad 
to_lay (past) : unouo
waste : ruzofdiuzi
to : tu
all : bom
the : da
nations : moteuLim
and : oxe
their : miza
lands : nomtaT
, : ,
and : oxe
have : ueLanad
to_hurl (past) : tusivmo
their : miza
gods : kutim
into : duLtu
the : da
fire : tine
. : .
though : duoqufa
they : mi
to_be (past) : uamo
no : iL
gods : kutim
, : , 
but : pit
the : da
work (noun) : ozuvgu
of : asu
human (adj) : siLomamo
hands : qafeT
, : ,
wood : zuat
and : oxe
stone : qeze
. : .
and : oxe
so : fu
they : mi
to_be (past) : uamo
destroyed : cutisutuni
. : .
so : fu
now : mit
o : o
lord : etme
our : Lamza
god : kut
, : ,
to_save (imp) : ufozaa
us : La
from : hazani
his : saLza
hand : qafe, : ,
so : fu
that : idta
all : bom
the : da
kingdoms : zondegoLtoT
of : asu
the : da
earth : iovTa
may : Lou
to_know : uqaLaru
that : idta
you :fema
alone : emaLi
to_be : uamu
the : da
lord : etme
. : .
' : qu '
then : fenmaem
isaiah : isaiah
son : buuge
of : asu
amoz : amoz
to_send (past) : ufamto
to : tu
hezekiah : hezekiah
saying : ubofuLka
' : ' qi
because : qufge
you : fema
have : ueLanad
to_pray (past) : ubzeio
to : tu
me : eLem
concerning : ujumexizmuLka
king : vacu
sennacherib : senacerib
of : asu
assyria : asiria
, : ,
this : def
to_be : uamu
the : da
word : zavTu
that : idta
the : da
lord : etme
have : ueLanad
to_speak (past) : ubisio
concerning : ujumexizmuLka
him : sa
' : qu '
she : so
to_despise : uTafbuhiu
you : fema
, : ,
she : so
to_scorn : ufexavmau
you : fema
, : ,
o : o
virgin : zevquLmo
daughter : titav
zion : zion
. : .
she : so
to_toss : utufhu
her : soLza
head : baet
behind (prep) : pasemtin
your : femaza
back : opujgu
o : o
daughter : titav
jerusalem : jerusaLem
. : .
'? : '? qqi
who : qiqo
have : ueLanad
you : fema
to_mock (past) : uLujago
and : oxe
to_revile (past) : uvazeno
'? : qqu '?
'? : '? qqi
against : egeemhutu
who : qiqo
have : ueLanad
you : fema
to_raise (past) : uvouhio
your : femaza
voice : zuuxi
, : ,
and : oxe
haughtily (adv) : sooqasduziz
to_lift (past) :  unehdo
your : femaza
eyes : fenaneT
against : egeemhutu
the : da
holy : suni
one : eLikam
of : asu
israel : israeL
'? : qqu '?
by : pi
your : femaza
servants : foLtehim
you : fema
have : ueLanad
to_mock (past) : uLujago
the : da
lord : etme
. : .
you : fema
have : ueLanad
to_say (past) : ubofo
' : ' qi
with : qemhe
my : eLemza
many : boncaL
chariots : joveadim
i : eLe
have : ueLanad
to_go (past) : uLamLo
to : tu
the : da
heights : sauqaftaT
of : asu
the : da
mountains : ziazuT
, : ,
to : tu
the : da
far : hovo
recesses : vajafhaT
of : asu
lebanon : Lebanon
. : .
i : eLe
to_fell (past) : uhanmo
its : safaza
tallest : tonmimomo
cedars : cedarim
, : ,
its : safaza
choicest : juuximomo
cypresses : jibzihfaT
. : .
i : eLe
to_come (past) : ujuLao
to : tu
its : safaza
remotest : vaLutamomo
height : sauqafta
, : ,
its : safaza
densest : Tamhimomo
forest : huvafda
. : .
i : eLe
to_dig (past) : uTeko
wells : nastiT
and : oxe
to_drink (past) : uTzuLqo
waters : zifeT
. : .
i : eLe
to_dry (past) : uTzuo
with : qemhe
the : da
sole : funa
of : asu
my : eLemza
foot : exonge
all : bom
the : da
streams : fadvaenim
of : asu
egypt : iqubtu
. : .
' : qu '
'? : '? qqi
have : ueLanad
you : fema
not : mot
to_hear (past) : ufnao
that : idta
i : eLe
to_determine (past) : TatavLuLio
it : fa
long (adv) : numqazi
ago (adv) : eqazi
'? : qqu '?
i : eLe
to_plan (past) : ubmeLo
from : hazani
days : bauriT
of : asu
old (noun) : ozomfe
what : Leta
i : eLe
now : mit
to_bring : upzuLku
to_to_pass : tubofhau
, : ,
that : idta
you : fema
should : fuomTuni
to_make : uLaqau
fortified : quhuvdusimo
cities : qoiboLqeT
to_crash : ujazehu
into : duLtu
heaps : saebim
of : asu
ruins : vooLuT
, : ,
while (conj) : zafumipu
their : miza
inhabitants : guLsopetomduT
, : ,
ssu (adj) : fafuzmamo
of : asu
strength : fadvamqad
, : ,
to_be : uamu
dismayed (adj) : cuTefneinimo
and : oxe
confounded (adj) : cujumsaimtunimo
. : .
they : mi
have : ueLanad
to_become (past) : upajuLao
like : qiuL
plants : cubmaeLtuT
of : asu
the : da
field : heimtu
, : ,
and : oxe
like : qiuL
tender : tamtizmo
grass : viafa
, : ,
like : qiuL
grass : viafa
on : aL
the : da
rooftops : vuastubim
, : ,
blighted (adj) : gupamuqasdunimo
before (adv) : pahuvzi
it : fa 
to_be  : uamu
grown : dukzaruni
. : .
i : eLe
to_know : uqaLaru
your : femaza
rising : obuvefauLka
up : maoho
and : oxe
your : femaza
sitting : ufetauLka
down : TuzLa
, : ,
your : femaza
going : ukuuLka
out : aut
and : oxe
coming : ujuLauLka
in : uL
, : ,
and : oxe
your : femaza
raging : uvokauLka
against : egeemhutu
me : eLem
. : .
because : qufge
you : fema
have : ueLanad
to_rage (past) : uvokao
against : egeemhutu
me : eLem
, : ,
and : oxe
your : femaza
arrogance : ezvukomji
have : ueLanad
to_come (past) : ukuLao
to : tu
my : eLemza
ears : quvreT
, : ,
i : eLe
will : danaLeu
to_put (fut) : ubiti
my : eLemza
hook : suag
in : uL
your : femaza
nose : mufa
and : oxe
my : eLemza
bit : opet
in : uL
your : femaza
mouth : LuoTu
. : .
i : eLe
will : danaLeu
to_turn (fut) : utivLi
you : fema
back (adv) : pojguzi
on : aL 
the : da
way : zou
by : pi
which : zexu 
you : fema
to_come (past) : ujuLao
. : . : . : .: . : .
and : oxe
this : def
shall : ufanmu
to_be : uamu
a : a
sign : bufLa
for (prep) : huvuin
you : eLem
. : .
this : def
year : eLmuf
to_eat (imp) : ueiqama
what : Leta
to_grow : ukzaru
of : asu
itself : gudfansu
, : ,
and :  oxe 
in : uL
the : da
second : eLipamzi
year : eLmuf
to_eat (imp) : ueiqama
what : Leta
to_spring : ufbavemqu
from : hazani
that : idta
. : .
then : fenmaem
in : uL
the : da
third : eLiTimzi
year : eLmuf
, : ,
to_sow (imp) : ufuzava
, : ,
to_reap (imp) : uvaeba
, : ,
to_plant (imp) : ubmaeLta
vineyards : zemaiovTaT
, : ,
and : oxe
to_eat (imp) : ueiqama
their : miza
fruit : hazoet
. : .
the : da
surviving (adj) : dufivruruLkamo
remnant : vaLaLeLta
of : asu
the : da
house : gatonu
of : asu
jacob : jakob
shall : ufanmu
again : toehu
to_take : utoqau
root : vuadi
downward (adv) : TuzLarevtazi
, : ,
and : oxe
to_bear : upaezu
fruit : hazoet
upward  (adv) : maohorevtazi
. : .
for (conj) : huvupu
from : hazani
jerusalem : jerusaLem
a : a
remnant : vaLaLeLta
shall : ufanmu
to_go : uLamLu
out : aut
, : ,
and : oxe
from : hazani
zion : zion
, : ,
a : a
band : ozupomu 
of : asu
survivors : fivrurazim
. : .
the : da
zeal : raem
of : asu
the : da
lord : etme
shall : ufanmu
to_do : utuTuu
this : def
. : .
therefore : izqu
thus : difazi
to_say : ubofu
the : da
lord : etme
concerning : ujumexizmuLka
the : da
king : vacu
of : asu
assyria : asiria
' : ' qi
he : sa
shall : ufanmu
not : mot
to_come (fut) : ujuLai
into : duLtu
this : def
city : qoiboLqe
, : ,
to_shoot : ufafautu
a : a
arrow : ezvuz
there : dava
, : ,
to_come : ujuLau
before : pahuv
it : fa
with : qemhe
a : a
shield : fafuanTa
, : ,
or : az
to_cast : ujofdu
a : a
siege (adj) : feiqimo
ramp : voLba
against : egeemhutu
it : fa
. : .
by : pi 
the : da
way : zou
that : idta
he : sa
to_come (past) : ujuLao
, : ,
by : pi
the : da
same (adj) : foLamo  
way : zou
he : sa
shall : ufanmu
to_return (fut) : uvativLi
. : .
he : sa
shall : ufanmu
not : mot
to_come : ujuLau
into : duLtu
this : def
city : qoiboLqe
, : ,
to_say : ubofu
the : da
lord  etme
, : ,
for (conj) : huvupu
i : eLe
will : danaLeu
to_defend : uTahamtu
this : def
city : qoiboLqe
to_save : ufozau
it : fa
for (prep) : huvuin
my : eLemza
sake : ofogi
, : ,
and : oxe
for (prep) : huvuin
the : da
sake : ofogi
of : asu
my : eLemza
servant : foLteh
david : david
. : .
' : qu '
then : fenmaem
the : da
angel : eLkan
of : asu
the : da
lord : etme
to_set (past) : ufato
out : aut
and : oxe
to_strike : ufdavoqo
down : TuzLa
185000 : eLikapupiTaTaTa
in : uL
the : da
camp : ojoLba
of : asu
the : da
assyrians : asiriakuunim
. : .
when : qom
morning : sianiLte
to_dawn (past) : eoLimgaetda
, : ,
they : mi
to_be (past) : uamo
all : bom
dead : TaeTmo
bodies : vionahuT
. : .
then : fenmaem
king : vacu
sennacherib : senacerib 
of : asu
assyria : asiria
to_leave (past) : unaezao
, : ,
to_go (past) : uLamLo
home : osuLa
, : ,
and : oxe
to_live (past) : unezo
in : uL
ninevah : ninevah
. : .
while (conj)  : zafumipu
he : sa
to_be (past) : uamo
worshiping : ubouraLtouLka
in : uL
the : da
house : gatonu
of : asu
his : saLza
god : kut
nisroch : nisroc
, : ,
his : saLza
sons : buugeT
adramalech : adramaLek
and : oxe
sharezer : sarezer
to_kill (past) : utobaboo
him : saL
with : qemhe
the : da
sword : fazasa
. : .
they : mi
to_escape (past) : uihqebo
into : duLtu
the : da
land : nomta?
of : asu
ararat : araraT
. : .
his : saLza
son : buuge
esar-haddon : esarhadon
to_succeed (past) : ufijexiaTo
him : saL
. : .
__: bobo
#---------------------------ch 38 
in : uL
those : dufa
days : bauriT
hezekiah : hezekiah
to_become (past) : upajuLao
sick : fejgumo
and : oxe
to_be (past) : uamo
at : ed
the : da
point (noun) : obuuLta
of : asu
death : gabuTaeT
. : .
the : da
prophet : bisaLeihu
isaiah : isaiah
son : buuge
of : asu
amoz : amoz
to_come (past) : ujuLao
to : tu 
him : saL
and : oxe
to_say (past) : ubofo
to : tu
him : saL
' : ' qi
thus (adv) : difazi
to_say : ubofu
the : da
lord : etme
' : ' qiqi
to_set (imp) : ufata
your : femaza
house : gatonu
in : uL
order (noun) : oazTav
, : ,
for (conj) : huvupu
you : fema
shall : ufanmu
to_die (fut) : uqoaniLi
. : .
you : fema
shall : ufanmu
not : mot
to_recover (fut):  utuuboei
. : .
' : qu 'qu
' : qu '
then : fenmaem
hezekiah : hezekiah
to_turn (past) : utivLo
his : saLza
face : qofrad
to : tu
the : da
wall : zenma
and : oxe
to_pray (past) : ubzeio
to : tu
the : da
lord : etme
' : ' qi
to_remember (imp) : uLiuhtoa
now : mit
o : o
lord : etme
, : , 
i : eLe
to_implore : uunbamazeu
you : fema
, : ,
how : suo
i : eLe
have : ueLanad
to_walk (past) : uzongo
before : pahuv
you : fema
in : uL
faithfulness : ohouThinmafha
with : qemhe
a : a
full (adj) : hinmamo
heart : fiTam
, : ,
and : oxe
have : ueLanad
to_do (past) : utuTuo
what : Leta
to_be : uamu
good (adj) : kuatmo
in : uL
your : femaza
sight (noun) : fekfatu
. : .
' : qu '
and : oxe
hezekiah : hezekiah
to_weep (past) : uzaibo
bitterly (adv) : petdizazi
. : .
then : fenmaem
the : da
word : zavTu
of : asu
the : da
lord : etme
to_come (past) : ujuLao
to : tu
isaiah : isaiah
' : ' qi
to_go (imp) : uLamLa
to : tu
hezekiah : hezekiah
and : oxe
to_say (imp) : ubofa
' : ' qiqi
thus : difazi
to_say : ubofu
the : da
lord : etme
the : da
god : kut
of : asu
your : femaza
ancestor : eLjafdaz
david : david
' : ' qiqiqi
i : eLe
have : ueLanad
to_hear (past) : ufnao
your : femaza
prayer : cubzei
, : ,
and : oxe
i : eLe 
have : ueLanad
to_see (past) : uzeTo
your : femaza
tears : rtaezim
. : .
i : eLe
will : danaLeu
to_add : ufiLu
15 : eLikapi
years : eLmufim
to : tu
your : femaza
life : neha
. : .
i : eLe
will : danaLeu
to_deliver : uTanezavu
you : fema
and : oxe
this : def
city : qoiboLqe
out : aut
of : asu
the : da
hand : qafe
of : asu
the : da
king : vacu
of : asu
assyria : asiria
. : .
i : eLe
will : danaLeu
to_defend : uTahamtu
this : def
city : qoiboLqe
. : .
this : def
to_be : uamu
the : da
sign: bufLa
to : tu
you : fema
from : hazani
the : da
lord : etme
that : idta
he : sa
will : danaLeu
to_do (fut) : utuTui
this : def
thing : dumqa
that : idta
he : sa
have : ueLanad
to_promise (past) : ubzanuhio
. : .
to_see (imp) : uzeTa
, : ,
i : eLe
will : danaLeu
to_make  : uLaqau
the : da
shadow : ofafetar
that : idta
to_be : uamu
to_cast : ujofdu
by : pi
the : da
declining : uTajmuLuLka
sun : sanaeh
on : aL
the : da
dial (noun) : oTeem
of : asu
ahaz : ahaz
to_turn : utivLu
back (adv) : pojguzi
ten : eLikaTa
steps : fadibim
. : .
' : qu 'ququ
' : qu 'qu
' : qu '
so : fu
the : da
sun : sanaeh
to_turn (past) : utivLo
back (adv) : pojguzi
on : aL
the : da
dial (noun) : oTeem
the : da
ten : eLikaTa
steps : fadibim
by : pi
which : zexu
it : fa
have : ueLanad
to_decline (past) : uTajmuLo
. : .
a : a
writing (noun) : oduzazudiuLka
of : asu
king : vacu
hezekiah : hezekiah
of : asu
judah : judah
, : ,
after  (prep) : estazin
he : sa
have : ueLanad
to_be (past) : uamo
sick : fejgumo
and : oxe
have : ueLanad
to_recover (past) : utuuboeo
from : hazani
his : saLza
illness : baumna
. : .
' : ' qi
i : eLe
to_say (past) : ubofo
. : .
in : uL
the : da
noontide : muaLteTa
of : asu
my : eLemza
days : bauriT, : ,
i : eLe
to_must : uLifdu  
to_depart : uTabovdu
. : .
i : eLe
to_be : uamu
consigned : cujumhuqamuni
to : tu
the : da
gates : kotaT
of : asu
sheol : seoL
for (prep) : huvuin
the : da
rest (noun) : ovafdu
of : asu
my : eLemza
years : eLmufim
. : .
i : eLe
to_say (past)  ubofo
. : .
i : eLe
shall : ufanmu
not : mot
to_see : uzeTu
the : da
lord : etme
in : uL
the : da
land : nomta
of : asu
the : da
living (noun, pl) : onezemquLkaT
. : .
i : eLe
shall : ufanmu
to_look : unaugou
upon : obam
mortals : Luvtomim
no : iL
more : nefa
among : enamku
the : da
inhabitants : guLsopetomdut
of : asu
the : da
world : zavnuTaa
. : .
my : eLemza
dwelling (noun) : ocuTrimnu
to_be : uamu
plucked : kubamoxequni
up : maoho
and : oxe
removed : cuvaLuzaoni
from : hazani
me : eLem
, : ,
like : qiuL
a : a
shepherd's : bunoLnehsavtuza
tent : tamda
. : .
like : qiuL
a : a 
weaver (noun) : ocuzaeriu
, : , 
i : eLe
have : ueLanad
to_roll (past) : uvunmo
up : maoho
my : eLemza 
life : neha
. : .
he : sa
to_cut : ujitu
me : eLem
off : afvanu
from : hazani
the : da
loom (noun) : onuan
. : .
from : hazani
day : bauri
to : tu
night : mekasdu
you : fema
to_bring : upzuLku
me : eLem
to : tu
a : a
end (noun) : opiLTa
. : .
i : eLe 
to_cry : ujzuu
for (prep) : huvuin
help (noun) : opusanbu
until : boLten
morning : sianiLte
. : .
like : qiuL
a : a
lion : feLpe
, : ,
he : da
to_break : upzioqu
all : bom
my : eLemza
bones : pumaT
. : .
from : hazani
day : bauri
to : tu
