# 11b5L
#  the book of Isaiah
# zavTu transliteration
# by john.david jones
# ozazL
#-----------------------ch 1
all : bom
who : qiqo
to_be (past) : uamo
leaders : noatizim
of : asu
the : da
earth : iovTa
. : .
it : fa
to_raise : uvouhiu
from : hazani
their : miza
thrones : dazaLiT
all : bom 
who : qiqo
to_be (past) : uamo
kings : vacuT
of : asu
the : da
nations : moteuLim
. : . : . : .: . : .
all : bom
of : asu
them : miim
will : danaLeu
to_speak : ubisiu
and : oxe
to_say : ubofu
to : tu
you : fema
' : qi
you : fema
also (adv) : emfuzi
have : ueLanad
to_become  (past) : upajuLao
weak : zaegmo
like : qiuL
us : La
': qu
your : femaza
pomp : buLba
to_be : uamu
brought : rupzuLkni
down : TuzLa
to : tu
sheol : fufiun
, : ,
and : oxe
the : da
sound : eame
of : asu
your : femaza
harps : sovbuT
. : . : . : .: . : .
maggots : Lokaqadim
to_be : uamu
the : da
bed : famgu
beneath : pamaeTin
you : fema
and : oxe
worms : zuvnaT
to_be : uamu
your : femaza
covering : mujuzavuLka
. : . : . : .: . : .
how : suo
you : fema
to_be : uamu
fallen (adj) : quhonmumo
from : hazani
heaven : toerehu
, : ,
o : o
day : bauri
star : tasdu
, : ,
o : o 
son : buuge
of : asu
dawn : eoLimgaetda
. : .
how : suo
you : fema
to_be : uamu 
cut : cujituni
down : TuzLa
to : tu
the : da 
ground : kizaimtu
, : ,
you : fema
who : qiqo
to_lay (past) : unouo 
the : da
nations : moteuLim
low (adj) : nuzmo
. : . : . : .: . : .
you : fema
to_say (past) : ubofo
in : uL
your : femaza
heart : fiTam
' : qi
i : eLe
will : danaLeu
to_ascend : uehjamtu
to : tu
heaven : toerehu
. : .
i : eLe
will : danaLeu
to_raise : uvouhiu
my : eLemza
throne : dazaLi
above : epari
the : da
stars : tasduT
of : asu
god : kut
. : .
i : eLe
will : danaLeu
to_sit : ufetau
on : aL
the : da
mountain : ziazu
of : asu
assembly : ehinpamu
on : aL 
the : da
heights : sauqaftaT
of : asu
zaphon : zafon
. : .
i : eLe
will : danaLeu
to_ascend : uehjamtu
to : tu
the : da
tops : tubaT
of : asu
the : da
clouds : jamaiTim
. : .
i : eLe
will : danaLeu
to_make : uLaqau
myself : Lifansu
like : qiuL
the : da
most : Lufda
high (adj) : sekfamo
' : qu
but : pit
you : fema
to_be : uamu
brought : cupzuLkni
down : TuzLa
to : tu
sheol : fafiun
, : ,
to : tu
the : da
depths : TabToTaT
of : asu
the : da
pit : oabet
. : .
those : dufa
who : qiqo
to_see : uzeTu
you : fema
will : danaLeu
to_stare : ufdeziu
at : ed
you : fema
, : ,
and : oxe
to_ponder : ubumtizu
over : ariz
you : fema
' : qi
'? : qqi
to_be : uamu
this : def
the  da
man : Laihu
who : qiqo
to_make (past) : uLaqao
the : da
earth : iovTa
to_tremble (past) : utzinpamio
, : ,
who : qiqo
to_shake (past) : ufafegio
the : da
kingdoms : zondegoLtoT
, : , 
who : qiqo
to_make (past) : uLaqao
the : da
world : zavnuTa
like : qiuL
a : a
desert (noun) : oTafavdu
, : , 
and : oxe
to_overthrow (past) :  uarizdazaro
the : da
cities : qoiboLqeT
, : ,
who : qiqo
would : zuomTuni
not : mot
to_let (past) : unato
the : da
prisoners : obazuhaLavim
to_go (past)  : uLamLo
free (adv) : haziazi
, : ,
'? : qqu
' : qu
all : bom
the : da
kings : vacuT
of : asu
the : da
nations : moteuLim
to_lay : unouu
in : uL
glory : kumazu
, : ,
each : iojaf
in : uL
his : saLza
own : armu
tomb : tuLpa
. : .
but : pit
you : fema
to_be : uamu
cast (verb) : cujofduni
out : aut
, : , 
away : ereizi
from :  hazani
your : femazi
grave (noun) : okazere
, : ,
like : qiuL
loathesome : nueTfuLamo
carrion : jovzuum
, : ,
clothed : cujmaTuni
with : qemhe
the : da
dead  (noun, : , pl) : oguTaeTimim
, : ,
those : dufa
pierced : cubeizjauni
by : pi
the : da
sword : fazasa
, : ,
who : qiqo
to_go :  uLamLu
down : TuzLa
to : tu
the : da
stones : qezeT
of : asu
the : da
pit : oabet
, : ,
like : qiuL
a : a
corpse : juvbufa
trampled : kutzenbamuni
under : oLTavin
feet : exongeT
. : .
you : fema
will : danaLeu
not : mot
to_be (fut) : uami
joined : cuexuuLni
with : qemhe
them : miim
in : uL
burial : piveem
, : ,
because : qufge
you : fema
have :ueLanad
to_destroy (past) : utisuto
your : femaza
land : nomta
, : ,
you : fema
have : ueLanad
to_kill (past) : utobaboo
your : femaza
people : kuunim
. : .
may : Lou
the : da
descendants : TafexiLTomduT
of : asu
evildoers : ovuirumtuTuuT
never : mazav
to_to_be : tupa 
named : cumoLaTuki
. : .
to_prepare (imp) : ubzibezia
slaughter (noun) : obufmeikfatavi
for (conj) : huvupu
his : saLza
sons : buugeT
because : qufge
of : asu
the : da
guilt : kiumti
of : asu
their : miza
father : botav
. : .
never : mazav
to_let (fut) : unati
them : miim
to_rise : uveru
to_to_possess : tubufhuhafu
the : da
earth : iovTa
or : az
to_cover : ujuzavu
the : da
face : qofrad
of : asu
the : da
world : zavnuTa
with : qemhe
cities : qoiboLqeT
. : .
i : eLe
will : danaLeu
to_rise : uveru
up : maoho
against : egeemhutu
them : miim
, : ,
to_say : ubofu
the : da
lord : etme
of : asu
hosts : sufduT
, : , 
and : oxe
i : eLe
will : danaLeu
to_cut : ujitu
off : aut
from : hazani
babylon : babiLon
name : moL
and : oxe
remnant : vaLaLeLta
, : ,
offspring : ashuhbazuLkim
and : oxe
posterity : bufdaveti
, : ,
to_say : ubofu
the : da
lord : etme
. : .
and : oxe
i : eLe
will : danaLeu
to_make : uLaqau
it : fa
a : a
possession (noun) : otubufhihafu
of : asu
the : da
hedgehog : fenexe
, : , 
and : oxe
pools : buam
of : asu 
water : zife
, : ,
and : oxe
i : eLe
will : danaLeu
to_sweep : ufriabu
it : fa
with : qemhe
the : da
broom : pazaun
of : asu
destruction : omutisuta
, : ,
to_say : ubofu
the : da
lord : etme
of : asu
hosts : sufduT
. : .
the : da
lord : etme
of : asu
hosts : sufduT
have : ueLanad
to_swear (past) : ufriovo
. : .
as : eh
i : eLe
have : ueLanad
to_design (past) : uTafekLo
so : fu
shall : ufanmu
it : fa
to_to_be : tupa
. : .
and : oxe
i : eLe
have : ueLanad
to_plan (past) : ubmeLo
so : fu
shall : ufanmu
it : fa
to_come (fut) : ujuLai
to_to_pass : tubofhau
. : .
i : eLe
will : danaLeu
to_break : upzioqu
the : da
assyrian : asirian
in : uL
my : eLemza
land : nomta
, : ,
and :  oxe
on : aL
my : eLemza
mountains : ziazuT
to_trample : utzenbamiu
him : sa
under : oLTavin
foot : exonge
. : .
his : saLza
yoke : buuqa
shall : ufanmu
to_to_be : tupa
removed : cuvaLuzaoni
from : hazani
them : miim
, : ,
and : oxe
his : saLza
burden : pivtiL
from : hazani
their : miza
shoulders : fafaintizim
. : .
this : def
to_be : uamu
the : da
plan : cubmeLu
that : idta
to_be : uamu
planned : cubmeLuni
concerning : ujumexizmuLka
the : da 
whole : ququmo
earth : iovTa
and : oxe
this : def
to_be : uamu
the : da
hand : qafe
that : idta
to_be : uamu
stretched : aithatzidjiTmo
out : aut
over : ariz
all : bom
the : da
nations : moteuLim
. : .
'? : qqi
for (conj) : huvupu
who : qiqo
will : danaLeu 
to_annul : ueLminu
what : Leta
the : da
lord : etme
of : asu
hosts : sufduT
have : ueLanad
planned : cubmeLuni
'? : qqu
his : saLza
hand : qafe
to_be : uamu
stretched : aithatzidjiTmo
out : aut
'? : qqi
who : qiqo
will : danaLeu
to_turn : utivLu
it : fa
back (adv) : pojguzi
'? : qqu
in : uL 
the : da
year : eLmuf
that : idta
king : vacu
ahaz : ahaz 
to_die (past) : uqoaniLo
this : def
oracle : azexna
to_come (past) : ujuLao
. : .
not : mot
to_rejoice (imp) : uvaxuuxaa
, : ,
all : bom
you (pl) : femaT
philistines : fiLisTinim
that : idta
the : da
rod : vuTa
that : idat
to_strike (past) : ufdavoqo
you (pl) : femaT
to_be : uamu
broken (adj) : pazagiLmo
, : ,
for (conj) : huvupu
from : hazani
the : da
root : vuadi
of : asu
the : da
snake : faLegi
will : danaLeu
to_come : ujuLau
forth (adv) : huvTuzi
a : a
adder : etTava
and : oxe
its : safaza
fruit : hazoet
shall : ufanmu
to_to_be : tupa
a : a
fiery : tinemo
flying (adj) : quhmuLkamo
serpent : qaezLa
. : .
the : da
firstborn : hevuhtapuvLu
of : asu
the : da
poor (noun, : , pl) : bauzim
will : danaLeu
to_graze : ukzeviu
and : oxe
the : da
needy (noun, : , pl) : oumaitim
will : danaLeu
to_lay : unouu
down : TuzLa
in : uL
safety : fohati
. : .
but : pit
i : eLe
will : danaLeu
to_make  : uLaqau
your : femaza
root : vuadi
to_die : uqoaniLu
of : asu
famine : hoLema
and : oxe
your : feamza
remnant : vaLaLeLta
i : eLe
will : danaLeu
to_kill : utobabou
. : . : . : .: . : .
to_wail (imp) : uzouma
o : o
gate : kuta
. : .
to_cry (imp) : ujzua
o : o
city : qioboLqe
. : .
to_melt (imp) : uLanda
in : uL
fear : obubangu
o : o
philistia : fiLisTia
, : ,
all : bom
of : asu
you (pl) : femaT
. : .
for (conj) : huvupu
smoke : funagi
to_come : ujuLau
out : aut
of : asu
the : da
north : muvTu
, : ,
and : oxe
there : dava 
to_be : uamu
no : iL
straggler : orufadvoqanu
in : uL
his : saLza
ranks : vomguT
. : .
'? : qqi
what : Leta
will : danaLeu
one : eLikam
to_answer : uzoftedeu
the : da
messengers : aLmegim
of : asu
the : da
nation : moteuL
'? : qqu
' : qi
the : da
lord : etme
have : ueLanad
to_estabish (past) :  uihtopmuhaso
zion : zion
and : oxe
the : da
needy (noun, : , pl) : oumaitim
will : danaLeu
to_find : unoudeu
refuge (noun) : vahika
in : uL
her : soL
' : qu
__: bobo
#------------------------ch 15 
a : a
oracle : azexna
concerning : ujumexizmuLka
moab : moab
. : .
because : qufge
ar : ar
to_be : uamu
laid : cunouni
waste : oruzofdiu
in : uL
a : a
night : mekasdu
, : , 
moab : moab
to_be : uamu
undone : cuoLTuni
. : .
because : qufge
kir : kir
to_be : uamu
laid : cunouni
waste : oruzofdiu
in : uL
a : a
night : mekasdu
, : , 
moab : moab
to_be : uamu
undone : cuoLTuni
. : . : . : .: . : .
dibon : dibon
have : ueLanad
to_go (past) : uLamLo
up : maoho
to : tu
the : da
temple : afuna
, : ,
to : tu
the : da
high : sekfamo
places : obamexiuT
to_to_weep : tuzaibu
. : .
over : ariz
nebo : nebo
and : oxe
over : ariz
medeba : medeba
moab : moab
to_wail : uzoumu
on : aL
every : exuqo
head : baet
to_be : uamu
baldness : pontamathu
and : oxe
every : exuqo
beard : bovde
to_be : uamu
shorn (adj) : fafuzmamo    
. : .
in : uL
the : da
streets : fadvaidim
they : mi
to_bind : upemtu
on : aL
sackcloth : fojgujamaTa
. : . : . : .: . : .
on : aL
the : da
rooftops : vuastubim
and : in 
the : da
squares : fagoovim
everyone : qiugqe
to_wail : uzoumu
and : oxe
to_melt : uLandu
in : uL
tears : taezim
. : .
heshbon : hesbon
and : oxe
elealeh : eLeaLeh
to_cry_out : tujzuuotu
. : .
their : miza
voices : zuuxiT
to_be : uamu
heard : cufnauni
as : eh
far : hovo
as : eh
jahaz : jahaz
. : .
therefore : izqu
the : da
loins : nuuLim
of : asu
moab : moab
to_quiver : ugiurizu
. : .
his : saLza
soul : feima
to_tremble : utzinpamiu
. : .
my : eLemza
heart : fiTam
to_cry_out : tujzuuotu
for (conj) : huvupuzi
moab : moab
. : .
his : saLza 
fugitives : hiketezaT
to_flee :  uhmiadu
to : tu
zoar : zoar
to : tu
eglath-shelishiyah : egLatseLisiah
. : . : . : .: . : .
for (conj) : huvupu
at : ed
the : da 
ascent : oruehjamtu
of : asu
Luhith : Luhit
they : mi
to_go : uLamLu
weeping : uzaibuLka
. : .
on : aL 
the : da
road : vuet
to : tu
horonaim : horonaim
they : mi
to_raise : uvouhiu
a : a
cry (noun) : opujzua 
of : asu
destruction : omutisuta
. : . : . : .: . : .
the : da
waters : zifeT
of : asu
nimrin : nimrin
to_be : uamu
a : a
desolation : oTafunoteaL
. : .
the : da
grass : viafa
to_be : uamu
withered : cuzedavuni
. : .
the : da
new : oife
growth (noun) : obukzarnu
to_fail : uhoumu
. : .
the : da
verdure : zavtozia
to_be : uamu
no : iL
more : nefa
. : .
therefore : izqu
the : da
abundance : epoLTomuxa
they : mi
have : ueLanad
gained : rukouLni
and : oxe
what : Leta
they : mi
have : ueLanad
to_store (past) : ufdazio
up : maoho
to_be : uamu
carried : cujovzuuni
away : ereizi
over : ariz
the : da
wadi : wadi
of : asu
the : da
willows : zenmarim
. : .
for (conj) : huvupu
a : a 
cry (noun) : opujzua  
have : ueLanad
to_go (past) : uLamLo
around (adv) : ezaomtazi
moab : moab
. : .
the : da
wailing : uzoumauLka
to_reach : utuvaexai
eglaim : egLaim
. : .
the : da
wailing : uzoumauLka
to_reach : utuvaexai
beer-elim : beereLim
. : .
for (conj) : huvupu
the : da
waters : zifeT
of : asu
dibon : dibon
to_be : uamu
full : hinmazi
of : asu
blood : zave
. : .
yet (conj) : cuatpu
i : eLe
will : danaLeu
to_bring : upzuLku
upon : obam
dibon : dibon
even : iriL
more : nefa
. : .
a : a
lion : neaLa
for (conj) : huvupuzi
those : dufa
of : asu
moab : moab
who : qiqo
to_escape : uihqebu
, : ,
for (conj) : huvupuzi
the : da
remnant : vaLaLeLta
of : asu
the : da
land : nomta
. : .
__: bobo
#-----------------------------------ch 16 
to_send (imp) : ufamta
lambs : noLpaT
to : tu
the : da
ruler : vinava
of : asu
the : da
land : nomta
, : ,
from : hazani
sela : seLa
by : pi
way : zou
of : asu
the : da
desert (noun) : oTafavdu
to : tu
the : da
mountain : ziazu
of : asu
daughter : titav
zion : zion
. : .
like : qiuL
fluttering : uhanodtavuLka
birds : pevtuT
, : ,
like : qiuL
scattered (adj) : fugedtavunimo
nestlings : maftanemqim
, : ,
so : fu
to_be : uamu
the : da
daughters : titavim
of : asu
moab : moab
at : ed 
the : da
fords : huvtuT
of : asu
the : da
arnon : arnon
. : .
' : qi
to_give (imp) : ukeza
counsel (noun) : ojuoLfan
, : ,
to_grant (imp) : ukzeLta
justice : exifduxi
. : .
to_make (imp) : uLaqaa
your : femaza
shade : fufeti
like : qiuL
night : mekasdu
at : ed
the : da
height : sauqafta
of : asu
noon : muaL
. : .
to_hide (imp) : useTaa
the : da
outcasts : aitjofdaT
, : ,
not : mot
to_betray : upatzeu
the : da
fugitive : hiketeza
. : .
to_let (imp) : unata
the : da
outcasts : aitjofdaT
of : asu
moab : moab
to_settle : ufatdanau
among : enamku
you (pl) : femaT
. : .
to_be (imp) : uama
a : a
refuge : vahika
to : tu
them : miim
from : hazani
the : da
destroyer : oTutisutiz
. : .
' : qu
when : qom
the : da
oppressor : abubzihafuv
to_be : uamu
no : iL
more : nefa
, : ,
and : oxe
destruction : omutisuta
have : ueLanad
to_cease (past) : ujaehio
, : ,
and : oxe
marauders : Lovootazim
have : ueLanad
to_vanish (past) : zomefafo
from : hazani
the : da
land : nomta
, : ,
then : fenmaem
a : a
throne : dazaLi
shall : ufanmu
to_to_be : tupa
established : ruihtopmuhsuni
in : uL
steadfast (adj) : fadioTsehtimo
love : voqofdeu
in : uL
the : da
tent : tamda
of : asu
david : david
, : ,
and : oxe
on : aL
it : fa
shall : ufanmu
to_sit : ufetau
in : uL
faithfulness : ohouThinmafha
a : a
ruler : vinava
who : qiqo
to_seek : ufaigu
justice : exifduxi
and : oxe
to_be : uamu
swift (adj) : farustumo
to_do : utuTuu
what : Leta 
to_be : uamu
right (adj) : vekfatamo
. : .
we : Lam
have : ueLanad
to_hear (past) : ufnao
of : asu
the : da
pride : bazuti
of : asu
moab : moab
. : .
how : suo 
proud : bazaiTmo
he : sa
to_be : uamu
. : .
of : asu
his : saLza
arrogance : ezvukomji
, : ,
his : saLza
pride : bazuti
, : ,
and : oxe
his : saLza
insolence : oduLfanamdu
. : .
his : saLza
boasts : opuehtuT
to_be : uamu
false (adj) : honhimo
. : . : . : .: . : .
therefore : izqu
to_let (imp) : unata
moab : moab
to_wail : uzoumu
, : ,
to_let (imp) : unata
everyone : qiugqe
to_wail : uzoumu
for (prep) : huvuin
moab : moab
. : .
to_mourn (imp) : uLuozma
, : ,
utterly : odtivmizi
stricken (adj) : fadvejqiLmo
, : ,
for (prep) : huvuin
the : da
raisin : vouhuL
cakes : joqaT
of : asu
kir-hareseth : kirhareset
. : .
for (conj) : huvupu
the : da
fields : heimtuT
of : asu
heshbon : hesbon
to_languish : unomqoefafu
, : ,
and : oxe
the : da
vines : zemaT
of : asu
Sibmah : sibmah
, : ,
whose : fahiza
clusters : jamohtavim
once : ajLazi
to_make (past) : uLaqao
drunk (adj) : TazoLqamo
the : da
lords : etmeT
of : asu
the : da
nations : moteuLim
, : ,
to_reach (past) : utuvaexso
to : tu
jazer : jazer
and : oxe
to_stray (past) : ufdavo 
to : tu
the : da
desert : Tafavdu
. : .
their : miza
shoots (noun, : , pl) : ofafautim
once : ajLazi
to_spread (past) : ufbuvaeto
abroad (adv) : epvuetzi
and : oxe
to_cross (past) : ujzahfo
over : ariz
the : da
sea : Lave
. : .
therefore : izqu
i : eLe
to_weep : uzaibu
with : qemhe
the : da
weeping (noun) : ocuzaibuLka
of : asu
jazer : jazer
, : ,
for (conj) : huvupuzi
the : da
vines : zemaT
of : asu
sibmah : sibmah
. : .
i :  eLe
to_drench : uTziLju
you : fema
with : qemhe
my : eLemza
tears : taezim
o : o
heshbon : hesbon
and : oxe
elealeh : eLeaLeh
. : .
for (conj) : huvupu
the : da
shout (noun) : ocufafaitu
over : ariz
your : femaza
fruit : hazoet
harvest : fotu
and : oxe
your : femaza 
grain : kazeema
harvest : fotu
have : ueLanad
to_cease (past) : ujaehio
. : .
joy : uma
and : oxe
gladness : okumetmafha
to_be : uamu
taken : cutoqani
away : ereizi
from : hazani
the : da
fruitful : hazoethinmo
field : heimtu
. : .
and : oxe
in : uL
the : da
vineyards : zemaiovTaT
no : iL
songs : fumqaT
to_be : uamu
sung : gufemquni
, : ,
no : iL
shouts : pufafaitaT
to_be : uamu
raised : cuvouhitni
. : . : . : .: . : .
no : iL
treader (noun) : oTutzioTu
to tread : utzioTu
out : aut
wine : zeume
in : uL
the : da
presses : bazihfuT
. : .
the : da
vintage : zemdeqi
shout (noun) : ocufafaitu
to_be : uamu
hushed : pusifafni
. : .
therefore : izqu
my : eLemza
heart : fiTam
to_throb : udzapu
like : qiuL
a : a
harp : suvbu
for (conj) : huvupuzi
moab : moab
and : oxe
my : eLemza
very (adj) : tufemo
soul : feima
for (conj) : huvupuzi
kir-heres : kirheres
. : .
when : qom
moab : moab
to_present : ubzihiLtu
himself : saLfansa
, : ,
when : qom
he : sa
to_weary : uzaezu
himself : saLfansa
upon : obam
the : da
high : sekfamo
place : obamexi
, : ,
when : qom
he : sa
to_come : ujuLau
to : tu
his : saLza
sanctuary : bisaqaga
to_pray (fut) : ubzeii
, : , 
he : sa
will : danaLeu
not : mot
to_prevail : ubzireemu
. : .
this : def
to_be (past) : uamo
the : da
word : zavTu
that :  idta
the : da
lord : etme
to_speak (past) : ubisio
concerning : ujumexizmuLka
moab : moab
in : uL
the : da
past : bofdu
. : .
but : pit
now : mit
the : da
lord : etme
to_say : ubofu
' : qi
in : uL
three : eLiTi
years : eLmufim
, : ,
like : qiuL
the : da
years : eLmufim
of : asu
a : a
hired : cufevani
worker: Tuzuvguiz
, : ,
the : da
glory : kumazu
of : asu
moab : moab
will : danaLeu
to_to_be : tupa
brought : cupzuLkouni
into : duLtu
contempt : jumdinbad
, : , 
in : uL 
spite : fabudi
of : asu
all : bom
its : safaza
great : kaziotmo
multitude : Lindudoti 
. : .
and : oxe
those : dufa
who : qiqo
to_survive : ufivruru
will : danaLeu
to_to_be : tupa
very (adv) : tufezi
few : haza
and : oxe
feeble : haipnamo
. : .
' : qu
__: bobo
#------------------------ch 17 
a : a
oracle : azexna
concerning (prep) : rujumexizmin
damascus : damaskus
. : .
to_see (imp) : uzeTa
, : , 
damascus : damaskus
will : danaLeu
to_cease : ujaehiu 
to_be : tupa
a : a
city : qioboLqe
and : oxe
will : danaLeu
to_become : upajuLau
a : a
heap : saeba 
of : asu
ruins : vooLuT
. : .
her : soLza
towns : turLaT
will : danaLeu
to_to_be : tupa
deserted : cuTafavduni
forever : huvazav
, : ,
they : mi 
will : danaLeu
to_to_be : tupa
places : obamexiuT
for (conj) : huvupuzi
flocks : neoneT
, : ,
which : zexu
will : danaLeu
to_lay : unouu
down : TuzLa
and : oxe
no :  iL
one : eLikam
will : danaLeu
to_make : uLaqau
them : miim
afraid : esvoetnimo
. : .
the : da
fortress : huvdavahfu
will : danaLeu
disappear : uTefebabiozo
from : hazani
ephraim : efraim
and : oxe
the : da
kingdom : zondegoLto
from : hazani
damascus : damaskus
. : .
and : oxe
the : da
remnant : vaLaLeLta
of : asu
aram : aram
shall : ufanmu
to_to_be : tupa 
like : qiuL
the : da 
glory : kumazu
of : asu
the : da
children : jentuuT
of : asu
israel : israeL
, : ,
to_to_say : tubofu
the : da 
lord : etme
of : asu
hosts : sufduT
. : .
on : aL
that : idta
day : bauri
, : ,
the : da
glory : kumazu
of : asu
jacob : jakob
will : danaLeu
to_to_be : tupa
brought : cupzuLkouni
low : nuzazi 
, : ,
and : oxe
the : da
fat : vofre
of : asu
his : saLza
flesh : neso
will : danaLeu
to_grow : uzaru
lean (adj) : naeLmo
. : . : . : .: . : .
and : oxe
it : fa
shall : ufanmu
to_be (fut) : uami
like : qiuL
when : qom
the : da
reapers : vaebizim
to_gather : ukodavu
standing (adj) : rufdeLTmo
grain : kazeema
and : oxe
their : miza
arms : ezLaT
to_harvest : ufotuu
the : da
ears : quvreT
, : ,
and :  oxe
like : qiuL 
when : qom
one : eLikam
to_glean : ukmiomu
the : da
ears : quvreT
of : asu
grain : kazeema
in : uL
the : da
valley : zonmii
of : asu
rephaim : refaim
. : .
gleanings : okukamiomuLkaT
